"postal_code","town","lease_commenced"
"680123","CHOA CHU KANG","1989-04-01"
"670429","BUKIT PANJANG","1989-04-01"
"680109","CHOA CHU KANG","1989-03-01"
"680567","CHOA CHU KANG","1995-11-01"
"310149","TOA PAYOH",NULL
"650125","BUKIT BATOK","1985-07-01"
"754120","SEMBAWANG",NULL
"650130","BUKIT BATOK","1984-11-01"
"682683","CHOA CHU KANG","2002-08-01"
"680540","CHOA CHU KANG","1994-04-01"
"650210","BUKIT BATOK","1985-05-01"
"682672","CHOA CHU KANG","2000-02-01"
"602285","JURONG EAST","1998-12-01"
"680483","CHOA CHU KANG","1999-05-01"
"751131","SEMBAWANG",NULL
"680204","CHOA CHU KANG","1989-08-01"
"680621","CHOA CHU KANG","1996-04-01"
"650117","BUKIT BATOK","1985-01-01"
"654291","BUKIT BATOK","1998-02-01"
"650404","BUKIT BATOK","1993-03-28"
"670436","BUKIT PANJANG","1989-12-01"
"653290","BUKIT BATOK","1997-11-01"
"650183","BUKIT BATOK","1984-09-01"
"560626","ANG MO KIO",NULL
"650402","BUKIT BATOK","1993-03-28"
"650101","BUKIT BATOK","1985-06-01"
"753129","SEMBAWANG",NULL
"120505","CLEMENTI","1979-02-01"
"650621","BUKIT BATOK","2003-11-01"
"680640","CHOA CHU KANG","1998-01-01"
"680638","CHOA CHU KANG","1998-01-01"
"650221","BUKIT BATOK","1985-06-01"
"680227","CHOA CHU KANG","1993-05-26"
"680670","CHOA CHU KANG","1999-12-01"
"680224","CHOA CHU KANG","1993-05-26"
"763512","YISHUN",NULL
"680211","CHOA CHU KANG","1989-11-01"
"680558","CHOA CHU KANG","1996-02-01"
"680156","CHOA CHU KANG","1998-04-01"
"680602","CHOA CHU KANG","1996-01-01"
"650145","BUKIT BATOK","1984-06-01"
"680442","CHOA CHU KANG","1997-03-01"
"680014","CHOA CHU KANG","1979-01-01"
"600410","JURONG EAST","1979-05-01"
"760162","YISHUN",NULL
"560115","ANG MO KIO",NULL
"680613","CHOA CHU KANG","1996-06-01"
"681672","CHOA CHU KANG","2000-02-01"
"754121","SEMBAWANG",NULL
"519233","PASIR RIS",NULL
"519260","PASIR RIS",NULL
"085401","CENTRAL AREA","2011-01-01"
"370044","GEYLANG","1971-01-01"
"520735","TAMPINES","1997-12-01"
"751126","SEMBAWANG",NULL
"762383","YISHUN",NULL
"311265","TOA PAYOH",NULL
"763382","YISHUN",NULL
"751109","SEMBAWANG",NULL
"332001","KALLANG/WHAMPOA",NULL
"260002","BUKIT TIMAH","1974-04-01"
"751108","SEMBAWANG",NULL
"520848","TAMPINES","1985-09-01"
"751119","SEMBAWANG",NULL
"822161","PUNGGOL","2004-05-01"
"510578","PASIR RIS","1995-10-01"
"510154","PASIR RIS","1995-02-01"
"820297","PUNGGOL","2003-10-01"
"360081","GEYLANG","1968-06-01"
"542211","SENGKANG","2013-02-01"
"522890","TAMPINES","2015-09-01"
"542315","SENGKANG","2003-05-01"
"761502","YISHUN",NULL
"680209","CHOA CHU KANG","1989-10-01"
"730614","WOODLANDS","1998-08-01"
"650426","BUKIT BATOK","1987-05-01"
"762673","YISHUN",NULL
"470617","BEDOK","1986-02-01"
"510242","PASIR RIS","1993-07-12"
"210038","KALLANG/WHAMPOA","1997-11-01"
"520259","TAMPINES","1985-02-01"
"680507","CHOA CHU KANG","1994-11-01"
"752107","SEMBAWANG",NULL
"541329","SENGKANG","2015-08-01"
"120301","CLEMENTI","1979-03-01"
"544157","SENGKANG","2003-10-01"
"650422","BUKIT BATOK","1988-07-01"
"680702","CHOA CHU KANG","1995-05-01"
"822602","PUNGGOL","2012-07-01"
"730141","WOODLANDS","1995-04-01"
"730022","WOODLANDS","1977-06-01"
"310104","TOA PAYOH",NULL
"752132","SEMBAWANG",NULL
"120352","CLEMENTI","1978-09-01"
"734682","WOODLANDS","2000-02-01"
"530447","HOUGANG","1990-04-01"
"530170","HOUGANG","1998-01-01"
"542309","SENGKANG","2002-09-01"
"520850","TAMPINES","1986-12-01"
"680603","CHOA CHU KANG","1996-01-01"
"270015","QUEENSTOWN","1977-01-01"
"560645","ANG MO KIO",NULL
"650236","BUKIT BATOK","1985-06-01"
"680351","CHOA CHU KANG","1993-05-26"
"762512","YISHUN",NULL
"764504","YISHUN","2016-03-01"
"750491","SEMBAWANG","2004-06-01"
"510206","PASIR RIS","1993-09-01"
"761509","YISHUN",NULL
"751107","SEMBAWANG",NULL
"510221","PASIR RIS","1993-07-01"
"542187","SENGKANG","2000-12-01"
"792408","SENGKANG","2004-08-01"
"560314","ANG MO KIO","1978-01-01"
"530253","HOUGANG","1984-10-01"
"543296","SENGKANG","2002-02-01"
"560217","ANG MO KIO",NULL
"650385","BUKIT BATOK","2005-01-01"
"752120","SEMBAWANG",NULL
"762382","YISHUN",NULL
"752101","SEMBAWANG",NULL
"512526","PASIR RIS","2015-07-01"
"762381","YISHUN",NULL
"762473","YISHUN",NULL
"762479","YISHUN",NULL
"761466","YISHUN",NULL
"763381","YISHUN",NULL
"200002","KALLANG/WHAMPOA",NULL
"762476","YISHUN",NULL
"762472","YISHUN",NULL
"761478","YISHUN",NULL
"763476","YISHUN",NULL
"760617","YISHUN","1988-02-01"
"560641","ANG MO KIO",NULL
"310015","TOA PAYOH",NULL
"650268","BUKIT BATOK","1985-08-01"
"684490","CHOA CHU KANG",NULL
"520327","TAMPINES","1995-12-01"
"520857","TAMPINES","1988-02-01"
"650213","BUKIT BATOK","1984-12-01"
"753120","SEMBAWANG",NULL
"823624","PUNGGOL","2014-04-01"
"310264","TOA PAYOH",NULL
"391010","GEYLANG","1981-07-01"
"822102","PUNGGOL","2002-11-01"
"680286","CHOA CHU KANG","1993-06-03"
"523496","TAMPINES","1993-07-08"
"760151","YISHUN","1985-03-01"
"560125","ANG MO KIO",NULL
"670402","BUKIT PANJANG","1988-11-01"
"760354","YISHUN","1989-02-01"
"731183","WOODLANDS",NULL
"310262","TOA PAYOH",NULL
"763506","YISHUN",NULL
"542324","SENGKANG","2003-04-01"
"562455","ANG MO KIO",NULL
"310150","TOA PAYOH",NULL
"730795","WOODLANDS","1998-01-01"
"761676","YISHUN",NULL
"320021","KALLANG/WHAMPOA",NULL
"510152","PASIR RIS","1995-02-01"
"821635","PUNGGOL","2007-12-01"
"762510","YISHUN",NULL
"520117","TAMPINES","1988-04-01"
"521862","TAMPINES","1988-04-01"
"761673","YISHUN",NULL
"322106","KALLANG/WHAMPOA","1983-06-01"
"793446","SENGKANG","2013-11-01"
"460112","BEDOK","1978-06-01"
"822261","PUNGGOL","2016-06-01"
"761506","YISHUN",NULL
"520283","TAMPINES","1984-09-01"
"320022","KALLANG/WHAMPOA",NULL
"080333","CENTRAL AREA",NULL
"751120","SEMBAWANG",NULL
"311131","TOA PAYOH",NULL
"650508","BUKIT BATOK","1987-05-01"
"510572","PASIR RIS","1995-10-01"
"310047","TOA PAYOH","1969-01-01"
"570026","BISHAN",NULL
"570255","BISHAN","1992-07-22"
"470128","BEDOK","1986-11-01"
"730637","WOODLANDS","1999-09-01"
"752104","SEMBAWANG",NULL
"762505","YISHUN","2016-03-01"
"754104","SEMBAWANG",NULL
"530538","HOUGANG","1992-09-19"
"510602","PASIR RIS","1995-03-01"
"761675","YISHUN",NULL
"160051","CENTRAL AREA",NULL
"050005","CENTRAL AREA",NULL
"520151","TAMPINES","1988-01-01"
"341114","TOA PAYOH",NULL
"190018","KALLANG/WHAMPOA",NULL
"540145","SENGKANG","1999-12-01"
"560469","ANG MO KIO",NULL
"542339","SENGKANG",NULL
"761471","YISHUN",NULL
"311266","TOA PAYOH",NULL
"762466","YISHUN",NULL
"761473","YISHUN",NULL
"322149","KALLANG/WHAMPOA",NULL
"332002","KALLANG/WHAMPOA",NULL
"761512","YISHUN",NULL
"543290","SENGKANG","2001-12-01"
"761671","YISHUN",NULL
"762502","YISHUN",NULL
"190007","KALLANG/WHAMPOA",NULL
"510650","PASIR RIS","1995-09-01"
"311130","TOA PAYOH",NULL
"680005","CHOA CHU KANG","1984-03-01"
"563455","ANG MO KIO",NULL
"550116","SERANGOON","1986-01-01"
"650136","BUKIT BATOK","1984-10-01"
"730748","WOODLANDS","1998-01-01"
"522523","TAMPINES","2015-08-01"
"330033","KALLANG/WHAMPOA",NULL
"760327","YISHUN","1988-05-01"
"763511","YISHUN",NULL
"310209","TOA PAYOH","1973-07-01"
"760852","YISHUN","1988-03-01"
"521146","TAMPINES","1985-04-01"
"270031","QUEENSTOWN","1974-05-01"
"680660","CHOA CHU KANG","1999-04-01"
"520120","TAMPINES","1988-06-01"
"650264","BUKIT BATOK","1985-04-01"
"730823","WOODLANDS","1996-03-01"
"520336","TAMPINES","1996-01-01"
"440001","MARINE PARADE","1975-01-01"
"650524","BUKIT BATOK","1987-01-01"
"520273","TAMPINES","1984-07-01"
"520350","TAMPINES","1996-05-01"
"540149","SENGKANG","1999-09-01"
"310064","TOA PAYOH",NULL
"761350","YISHUN","1988-07-01"
"470126","BEDOK","1987-04-01"
"762461","YISHUN",NULL
"090031","BUKIT MERAH","1976-05-01"
"650393","BUKIT BATOK","2004-10-01"
"732887","WOODLANDS","2015-02-01"
"150115","BUKIT MERAH","1977-11-01"
"530649","HOUGANG","1987-09-01"
"520465","TAMPINES","1987-04-01"
"460543","BEDOK","1980-06-01"
"821106","PUNGGOL","2003-04-01"
"543205","SENGKANG","1999-06-01"
"431012","KALLANG/WHAMPOA","1982-04-01"
"521498","TAMPINES","1997-07-01"
"560206","ANG MO KIO",NULL
"520714","TAMPINES","1997-03-01"
"550140","SERANGOON","1989-06-01"
"764502","YISHUN",NULL
"520725","TAMPINES","1997-08-01"
"520401","TAMPINES","1985-09-01"
"310212","TOA PAYOH",NULL
"792453","SENGKANG","2015-07-01"
"762675","YISHUN",NULL
"325113","KALLANG/WHAMPOA",NULL
"823106","PUNGGOL","2003-03-01"
"763462","YISHUN",NULL
"764462","YISHUN",NULL
"531004","SERANGOON","1978-05-01"
"460202","BEDOK","1979-07-01"
"761677","YISHUN",NULL
"823604","PUNGGOL","2012-09-01"
"761381","YISHUN",NULL
"762467","YISHUN",NULL
"761382","YISHUN",NULL
"761472","YISHUN",NULL
"762478","YISHUN",NULL
"761465","YISHUN",NULL
"331001","KALLANG/WHAMPOA",NULL
"761384","YISHUN",NULL
"561227","ANG MO KIO",NULL
"761383","YISHUN",NULL
"762475","YISHUN",NULL
"342111","TOA PAYOH",NULL
"331002","KALLANG/WHAMPOA",NULL
"361212","TOA PAYOH",NULL
"120442","CLEMENTI","1980-04-01"
"310060","TOA PAYOH","1999-10-01"
"310063","TOA PAYOH",NULL
"730545","WOODLANDS","2000-09-01"
"530158","HOUGANG","1997-12-01"
"510773","PASIR RIS","1996-08-01"
"460411","BEDOK","1980-04-01"
"822658","PUNGGOL",NULL
"760774","YISHUN","1987-02-01"
"680121","CHOA CHU KANG","1989-05-01"
"762469","YISHUN",NULL
"320017","KALLANG/WHAMPOA","1984-09-01"
"751510","SEMBAWANG","2004-08-01"
"380113","GEYLANG",NULL
"560612","ANG MO KIO","1980-08-01"
"323113","KALLANG/WHAMPOA",NULL
"761674","YISHUN",NULL
"520871","TAMPINES","1988-10-01"
"440003","MARINE PARADE","1975-01-01"
"460163","BEDOK","1985-05-01"
"310005","TOA PAYOH",NULL
"460118","BEDOK","1978-03-01"
"310178","TOA PAYOH","1972-07-01"
"520448","TAMPINES","1985-02-01"
"560203","ANG MO KIO",NULL
"381008","KALLANG/WHAMPOA",NULL
"310263","TOA PAYOH",NULL
"730720","WOODLANDS","1997-05-01"
"460406","BEDOK","1980-07-01"
"544121","SENGKANG","2000-09-01"
"760659","YISHUN","1987-04-01"
"543303","SENGKANG","2001-09-01"
"822268","PUNGGOL","2013-01-01"
"540105","SENGKANG","1999-03-01"
"530924","HOUGANG","1998-09-01"
"330031","KALLANG/WHAMPOA",NULL
"823110","PUNGGOL","2003-05-01"
"764675","YISHUN",NULL
"162118","BUKIT MERAH","2003-01-01"
"510135","PASIR RIS","1994-10-01"
"550226","SERANGOON","1984-07-01"
"730867","WOODLANDS","1996-03-01"
"322116","KALLANG/WHAMPOA",NULL
"670224","BUKIT PANJANG","1989-07-01"
"760406","YISHUN","1988-09-01"
"310037","TOA PAYOH","1997-09-01"
"520803","TAMPINES","1984-11-01"
"520382","TAMPINES","1993-09-01"
"650336","BUKIT BATOK","1986-11-01"
"200001","KALLANG/WHAMPOA",NULL
"470719","BEDOK","1984-01-01"
"540193","SENGKANG","2001-04-01"
"210047","KALLANG/WHAMPOA",NULL
"730152","WOODLANDS","1985-03-01"
"544301","SENGKANG","2001-08-01"
"650411","BUKIT BATOK","1986-03-01"
"322026","KALLANG/WHAMPOA",NULL
"550404","SERANGOON","1989-02-01"
"341106","TOA PAYOH",NULL
"761467","YISHUN",NULL
"763467","YISHUN",NULL
"383020","KALLANG/WHAMPOA",NULL
"362206","TOA PAYOH",NULL
"361214","TOA PAYOH",NULL
"342108","TOA PAYOH",NULL
"763479","YISHUN",NULL
"342107","TOA PAYOH",NULL
"362212","TOA PAYOH",NULL
"761477","YISHUN",NULL
"341101","TOA PAYOH",NULL
"321149","KALLANG/WHAMPOA",NULL
"341113","TOA PAYOH",NULL
"342109","TOA PAYOH",NULL
"311267","TOA PAYOH",NULL
"342112","TOA PAYOH",NULL
"791464","SENGKANG",NULL
"510606","PASIR RIS","1995-03-01"
"360004","TOA PAYOH","1968-06-01"
"792456","SENGKANG",NULL
"541297","SENGKANG","2001-08-01"
"793403","SENGKANG","2004-05-01"
"440059","MARINE PARADE","1975-04-01"
"360005","TOA PAYOH","1968-06-01"
"823105","PUNGGOL","2003-05-01"
"760821","YISHUN","1987-12-01"
"460006","BEDOK","1976-01-01"
"382008","KALLANG/WHAMPOA",NULL
"380039","KALLANG/WHAMPOA","1976-08-01"
"140028","QUEENSTOWN","1970-06-01"
"510544","PASIR RIS","1992-11-28"
"131028","QUEENSTOWN","2012-03-01"
"350103","TOA PAYOH","1984-02-01"
"760749","YISHUN","1984-06-01"
"200811","KALLANG/WHAMPOA",NULL
"670414","BUKIT PANJANG","1988-12-01"
"142055","QUEENSTOWN","1968-07-01"
"550415","SERANGOON","1989-03-01"
"550536","SERANGOON","1992-10-23"
"163008","BUKIT MERAH","1984-07-01"
"560468","ANG MO KIO","1979-11-01"
"550138","SERANGOON","1989-01-01"
"190004","KALLANG/WHAMPOA",NULL
"470127","BEDOK","1986-12-01"
"541292","SENGKANG","2002-01-01"
"680160","CHOA CHU KANG","1998-02-01"
"531987","HOUGANG","2015-02-01"
"310068","TOA PAYOH",NULL
"561455","ANG MO KIO",NULL
"331010","KALLANG/WHAMPOA",NULL
"542335","SENGKANG","2015-12-01"
"510196","PASIR RIS","1993-09-01"
"130002","QUEENSTOWN","1975-07-01"
"753360","SEMBAWANG","2001-09-01"
"321102","KALLANG/WHAMPOA","1981-02-01"
"470101","BEDOK","1985-07-01"
"460056","BEDOK","1983-01-01"
"550256","SERANGOON","1999-05-01"
"310059","TOA PAYOH","1973-01-01"
"600046","JURONG EAST","1986-07-01"
"510633","PASIR RIS","1995-05-01"
"460204","BEDOK","1979-07-11"
"684690","CHOA CHU KANG","2003-08-01"
"680511","CHOA CHU KANG","1994-11-01"
"736688","WOODLANDS","2004-03-01"
"150092","BUKIT MERAH",NULL
"542201","SENGKANG","2001-07-01"
"544313","SENGKANG","2003-05-01"
"550545","SERANGOON","1997-09-01"
"821197","PUNGGOL","2003-07-01"
"760160","YISHUN","1985-09-01"
"341103","TOA PAYOH",NULL
"341109","TOA PAYOH",NULL
"793460","SENGKANG",NULL
"761476","YISHUN",NULL
"440005","MARINE PARADE","1975-01-01"
"762471","YISHUN",NULL
"763478","YISHUN",NULL
"792402","SENGKANG",NULL
"364206","TOA PAYOH",NULL
"362215","TOA PAYOH",NULL
"797401","SENGKANG",NULL
"341111","TOA PAYOH",NULL
"363214","TOA PAYOH",NULL
"362201","TOA PAYOH",NULL
"341118","TOA PAYOH",NULL
"761475","YISHUN",NULL
"792400","SENGKANG",NULL
"392091","GEYLANG",NULL
"362207","TOA PAYOH",NULL
"363213","TOA PAYOH",NULL
"341107","TOA PAYOH",NULL
"791456","SENGKANG",NULL
"791407","SENGKANG","2005-01-01"
"680457","CHOA CHU KANG","2000-02-01"
"520909","TAMPINES","1984-04-01"
"530838","HOUGANG","1997-03-01"
"460158","BEDOK","1985-10-01"
"530465","HOUGANG","1992-09-19"
"650288","BUKIT BATOK","1997-12-01"
"460097","BEDOK","1978-11-01"
"672548","BUKIT PANJANG","2015-12-01"
"550533","SERANGOON","1992-10-23"
"120429","CLEMENTI","1978-05-01"
"680763","CHOA CHU KANG","1996-08-01"
"550317","SERANGOON","1985-06-01"
"460028","BEDOK","1977-05-01"
"141055","QUEENSTOWN","1970-06-01"
"190009","KALLANG/WHAMPOA",NULL
"341115","TOA PAYOH",NULL
"541122","SENGKANG","2000-09-01"
"750315","SEMBAWANG","1999-02-01"
"680015","CHOA CHU KANG","1979-03-01"
"510643","PASIR RIS","1995-08-01"
"460122","BEDOK","1978-03-01"
"390016","GEYLANG",NULL
"541273","SENGKANG","2009-08-01"
"310095","TOA PAYOH","1967-06-01"
"370013","GEYLANG",NULL
"730130","WOODLANDS","1985-01-01"
"510228","PASIR RIS","1993-07-01"
"793406","SENGKANG","2004-12-01"
"730337","WOODLANDS","1985-11-01"
"680216","CHOA CHU KANG","1990-01-01"
"090018","BUKIT MERAH","1975-04-01"
"460009","BEDOK","1993-04-29"
"761462","YISHUN",NULL
"793469","SENGKANG",NULL
"080012","BUKIT MERAH","2003-01-01"
"754115","SEMBAWANG",NULL
"820293","PUNGGOL","2003-12-01"
"200008","KALLANG/WHAMPOA",NULL
"760232","YISHUN","1985-07-01"
"561591","ANG MO KIO",NULL
"730707","WOODLANDS","1996-10-01"
"791470","SENGKANG",NULL
"470767","BEDOK","2000-12-01"
"530944","HOUGANG","1998-10-01"
"821301","PUNGGOL","2010-08-01"
"530402","HOUGANG","1985-10-01"
"761461","YISHUN",NULL
"683296","CHOA CHU KANG","1999-07-01"
"520859","TAMPINES","1988-07-01"
"544273","SENGKANG","2009-08-01"
"821615","PUNGGOL","2012-12-01"
"762470","YISHUN",NULL
"341102","TOA PAYOH",NULL
"791466","SENGKANG",NULL
"762477","YISHUN",NULL
"532994","HOUGANG",NULL
"382115","KALLANG/WHAMPOA",NULL
"341108","TOA PAYOH",NULL
"363206","TOA PAYOH",NULL
"793400","SENGKANG",NULL
"762465","YISHUN",NULL
"361201","TOA PAYOH",NULL
"372082","GEYLANG",NULL
"683812","CHOA CHU KANG",NULL
"560334","ANG MO KIO","1982-02-01"
"533174","HOUGANG",NULL
"822103","PUNGGOL","2003-05-01"
"760452","YISHUN","2012-08-01"
"511212","PASIR RIS","2014-10-01"
"550303","SERANGOON","1984-12-01"
"372018","GEYLANG",NULL
"510506","PASIR RIS","1993-09-01"
"460420","BEDOK","1979-01-01"
"090015","BUKIT MERAH","1975-04-01"
"122441","CLEMENTI","2012-07-01"
"431011","KALLANG/WHAMPOA","1986-01-01"
"550257","SERANGOON","1999-05-01"
"550539","SERANGOON","1992-10-23"
"670505","BUKIT PANJANG","1998-01-01"
"674633","BUKIT PANJANG","2013-12-01"
"520130","TAMPINES","1987-11-01"
"530670","HOUGANG","1988-05-01"
"100060","BUKIT MERAH","1976-09-01"
"510639","PASIR RIS","1995-07-01"
"650274","BUKIT BATOK","1988-05-01"
"670401","BUKIT PANJANG","1988-09-01"
"510712","PASIR RIS","1996-06-01"
"321116","KALLANG/WHAMPOA",NULL
"541351","SENGKANG",NULL
"670179","BUKIT PANJANG","2001-12-01"
"410637","BEDOK","1993-04-29"
"533988","HOUGANG","2015-02-01"
"572152","BISHAN","2011-05-01"
"543158","SENGKANG","2003-08-01"
"210681","KALLANG/WHAMPOA","1986-12-01"
"270027","QUEENSTOWN","2013-04-01"
"670226","BUKIT PANJANG","1987-05-01"
"521163","TAMPINES","1984-05-01"
"520865","TAMPINES","1989-04-01"
"460556","BEDOK",NULL
"570118","BISHAN","1986-11-01"
"514526","PASIR RIS","2015-07-01"
"161006","BUKIT MERAH","1971-07-01"
"511526","PASIR RIS","2015-07-01"
"821303","PUNGGOL","2010-07-01"
"760366","YISHUN","1988-08-01"
"824195","PUNGGOL","2007-08-01"
"470766","BEDOK","2000-12-01"
"730847","WOODLANDS","1995-03-01"
"791414","SENGKANG","2016-01-01"
"560434","ANG MO KIO","1979-01-01"
"760224","YISHUN","1985-08-01"
"462509","BEDOK","2002-09-01"
"530168","HOUGANG","1997-12-01"
"550409","SERANGOON","1989-01-01"
"793458","SENGKANG",NULL
"510629","PASIR RIS","1995-05-01"
"680163","CHOA CHU KANG","1998-05-01"
"730779","WOODLANDS","1997-10-01"
"536995","HOUGANG",NULL
"670459","BUKIT PANJANG","2015-08-01"
"510758","PASIR RIS","1996-11-01"
"791461","SENGKANG",NULL
"391090","GEYLANG",NULL
"363201","TOA PAYOH",NULL
"792462","SENGKANG",NULL
"383115","KALLANG/WHAMPOA",NULL
"792459","SENGKANG",NULL
"341104","TOA PAYOH",NULL
"392090","GEYLANG",NULL
"792461","SENGKANG",NULL
"361206","TOA PAYOH",NULL
"791401","SENGKANG",NULL
"362214","TOA PAYOH",NULL
"342110","TOA PAYOH",NULL
"794401","SENGKANG",NULL
"342114","TOA PAYOH",NULL
"363212","TOA PAYOH",NULL
"531994","HOUGANG",NULL
"791400","SENGKANG",NULL
"670485","BUKIT PANJANG","2014-12-01"
"530353","HOUGANG","1984-12-01"
"560727","ANG MO KIO","1980-10-01"
"680116","CHOA CHU KANG","1988-12-01"
"530409","HOUGANG","1985-12-01"
"730523","WOODLANDS","2000-06-01"
"320029","KALLANG/WHAMPOA","1987-10-01"
"341105","TOA PAYOH",NULL
"460182","BEDOK","2006-02-01"
"320019","KALLANG/WHAMPOA","1984-11-01"
"751356","SEMBAWANG","2001-06-01"
"670516","BUKIT PANJANG","1998-08-01"
"310122","TOA PAYOH","1999-12-01"
"371017","GEYLANG",NULL
"510473","PASIR RIS","1989-07-01"
"531995","HOUGANG",NULL
"540350","SENGKANG",NULL
"791446","SENGKANG",NULL
"520861","TAMPINES","1988-07-01"
"791415","SENGKANG","2016-01-01"
"793415","SENGKANG","2016-01-01"
"821306","PUNGGOL","2012-07-01"
"530563","HOUGANG","1992-09-19"
"322113","KALLANG/WHAMPOA",NULL
"390012","GEYLANG",NULL
"460051","BEDOK","1981-06-01"
"350129","TOA PAYOH","1984-03-01"
"752118","SEMBAWANG",NULL
"510203","PASIR RIS","1993-09-01"
"791458","SENGKANG",NULL
"550328","SERANGOON","1986-05-01"
"313085","TOA PAYOH","1972-01-01"
"536996","HOUGANG",NULL
"680762","CHOA CHU KANG","1996-08-01"
"160071","BUKIT MERAH","1969-11-01"
"680766","CHOA CHU KANG","1996-08-01"
"342105","TOA PAYOH",NULL
"670220","BUKIT PANJANG","1989-02-01"
"313079","TOA PAYOH","2009-04-01"
"530644","HOUGANG","1987-01-01"
"370037","GEYLANG","1972-11-01"
"322117","KALLANG/WHAMPOA",NULL
"680213","CHOA CHU KANG","1989-04-01"
"321117","KALLANG/WHAMPOA",NULL
"100113","BUKIT MERAH","1976-11-01"
"370014","GEYLANG",NULL
"752467","SEMBAWANG","2001-07-01"
"140082","QUEENSTOWN","1967-01-01"
"531933","HOUGANG",NULL
"793470","SENGKANG",NULL
"792415","SENGKANG","2016-01-01"
"820178","PUNGGOL","2003-11-01"
"160121","BUKIT MERAH","2001-02-01"
"520208","TAMPINES","1982-10-01"
"390014","GEYLANG",NULL
"670124","BUKIT PANJANG","1988-02-01"
"792465","SENGKANG",NULL
"342102","TOA PAYOH",NULL
"361208","TOA PAYOH",NULL
"362213","TOA PAYOH",NULL
"341110","TOA PAYOH",NULL
"364212","TOA PAYOH",NULL
"791463","SENGKANG",NULL
"795400","SENGKANG",NULL
"363215","TOA PAYOH",NULL
"795401","SENGKANG",NULL
"342113","TOA PAYOH",NULL
"382020","KALLANG/WHAMPOA",NULL
"670606","BUKIT PANJANG","1999-04-01"
"650231","BUKIT BATOK","1985-06-01"
"391007","GEYLANG","2000-06-01"
"520104","TAMPINES","1982-10-01"
"680130","CHOA CHU KANG","1993-05-26"
"542272","SENGKANG","2009-12-01"
"730510","WOODLANDS","1999-03-01"
"760111","YISHUN","1982-06-01"
"321110","KALLANG/WHAMPOA","1997-11-01"
"520835","TAMPINES","1986-07-01"
"120104","CLEMENTI","1984-07-01"
"752354","SEMBAWANG","2001-12-01"
"150008","BUKIT MERAH","1984-05-01"
"510180","PASIR RIS","1993-07-01"
"550157","SERANGOON",NULL
"470106","BEDOK","1985-08-01"
"460501","BEDOK","1978-04-01"
"530516","HOUGANG","1986-08-01"
"090005","BUKIT MERAH","1983-05-01"
"730179","WOODLANDS","1994-01-01"
"120302","CLEMENTI","1979-03-01"
"330095","KALLANG/WHAMPOA","1979-01-01"
"650137","BUKIT BATOK","1984-10-01"
"520207","TAMPINES","1982-06-01"
"560544","ANG MO KIO","1981-01-01"
